description,id,keywords,name,slug,thumbnail_url,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber,owner_id,difficulty,servings,category
"Let’s make the viral TikTok green goddess salad, but purple! With additions like purple kale and purple cabbage, this salad has all of the elements to make a delicious and colorful meal!",8199,,Tasty’s Purple Goddess,tastys-purple-goddess,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/aa1a0752881e4c5a835861bf409a52e3.jpeg,40,58,47,0,3,100,7,8,189,12,25,32,mymealuser,2,2,
This content is intended solely for users of legal drinking age. Drink responsibly.,8201,,Italian Paloma,italian-paloma,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/423470fc872b492c95de4dbea61a7678/BFV90054_PerfectPairing_AE_041422_004_1X1_IG.jpg,23,21,50,1,3,75,11,56,964,85,108,4,mymealuser,3,3,
"These hash browns are inspired by the classics from McDonald’s, but with a twist–they’re stuffed with melty cheese! They are fun to whip up and serve to a crowd, but are also easy to freeze and reheat in the oven for breakfast on the go!",8203,,Cheese-Stuffed Hash Browns,cheese-stuffed-hash-browns,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/ce0bee3b5c664dcfbe894de9c3d21655.jpeg,15,20,35,1,14,94,6,19,295,0,24,14,mymealuser,1,6,
This Filipino sweet treat is always refreshing on a hot day. You can make this recipe in under 10 minutes with just a few ingredients.,8204,"breakfast, dessert, vegetarian",Filipino Avocado Dessert,filipino-avocado-dessert,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/2fe96fbb83cb4023aef32f209aa7c1c7.jpeg,5,5,10,9,31,78,10,30,417,17,38,10,mymealuser,2,5,vegetarian
"Curry laksa, or curry mee, is one of the most popular hawker's market dishes in Malaysia, so you know it’s a crowd-pleaser–it’s soul-warming, slightly spicy, coconut-y, and just satisfying. A fantastic option for a weeknight meal, curry laksa comes together quite quickly, especially if you make the laksa paste in advance. Of course, you could buy store-bought laksa paste if you are pressed for time, but trust us, this version tastes better. With a bowl of laksa, a blanket, and your favorite show, you’ll be set for the night.",8210,,Malaysian Chicken Curry Laksa (Laksa Lemak),malaysian-chicken-curry-laksa-laksa-lemak,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/373730.jpg,30,30,60,0,1,100,11,56,964,85,108,4,mymealuser,3,2,
Looking for a great way to spice up your normal bagel order? Try our honey Sriracha spread! Pair the sweet and spicy flavors with creamy avocado for a breakfast that’s sure to hit all of your tastebuds.,8211,,Honey Sriracha Bagel,honey-sriracha-bagel,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/af3183bd17d94810b7c66424208ec289.png,5,5,10,2,1,34,12,12,557,54,103,32,mymealuser,2,5,
"Kokis are traditional Sri Lankan celebratory cookies served for many cultural events and celebrations, especially to celebrate Sinhala and Hindu New Year in April. This beautiful snack is crunchy, coconutty, and has a hint of sweetness. You won’t be able to stop at just one!",8223,,Sri Lankan Kokis,sri-lankan-kokis,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/d01a58cacc5d4569b2a80524d1aae18e.jpeg,96,6,102,1,6,86,11,56,964,85,108,4,mymealuser,1,2,
"Mix up your pesto game with this spring inspired pea pesto. You can use fresh peas that have been blanched and drained or frozen peas that have been thawed. Feel free to mix up the herbs based on what you have. Use this pesto stirred into pasta, over your favorite protein, or with your morning eggs. ",8225,,Pea Pesto Toast,pea-pesto-toast,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/94461614a8f44487b650927b3e49f70b.png,5,5,10,2,7,78,7,28,323,2,11,14,mymealuser,1,4,low-carb
"This board is packed with some of my favorite foods from growing up! Spam musubi, sushi, dumplings, and scallion pancakes were often packed in my lunchboxes, alongside delicious store-bought snacks, like prawn crackers, Choco pie, mochi, and Hello Panda cookies. Finally, no meal is complete without my favorite sweets, ranging from fruits to cakes to yogurt drinks. This is my childhood on a grazing board!",8226,,Jasmine’s Snack Board,jasmines-snack-board,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/3121790dee0b48d1b1adafcba5f0ef7d.jpeg,20,20,60,0,14,100,11,56,964,85,108,4,mymealuser,3,2,
This is the most classic stuffed-style mochi. The mashed adzuki beans have some texture from the skins and a creamy sweet texture. They pair perfectly with a cup of tea as an afternoon pick-me-up!,8234,,Red Bean Daifuku Mochi,red-bean-daifuku-mochi,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/ab19b99a19334924b0f72db94fe33f78/BFV90361_Tasty101_Mochi_SO_051222_16x9_V6.jpg,130,30,300,2,2,50,1,0,155,23,37,12,mymealuser,1,4,
Taste the layers of flavor with these fresh strawberries wrapped in red bean paste and soft mochi. Daifuku has been a popular dessert in Japan since the 1980’s! Enjoy within 48 hours for the best texture.,8236,,Strawberry Daifuku Mochi,strawberry-daifuku-mochi,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/1dd564d9a9d449958eb84693b39ff3a2/BFV90361_Tasty101_Mochi_SO_051222_16x9_V6.jpg,130,30,300,1,6,86,1,0,163,24,39,7,mymealuser,1,5,
"This cookie bowl recipe takes traditional almond lace cookies and turns them into serving vessels for your favorite treats like ice cream, chocolate mousse, or even fresh fruit! These can be whipped up in less than an hour and are perfect for a dinner party, or just as a fun way to jazz up dessert!",8238,,Almond Cookie Bowl,almond-cookie-bowl,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/7e9eeacf11be479a84a47e974a6698b5.jpeg,40,5,50,3,7,70,1,7,123,10,13,0,mymealuser,1,2,low-carb
"Turon is a fried banana roll that is a popular snack or dessert in the Philippines. It can be enjoyed year-round and is served hot, so it pairs well with ice cream!",8239,"filipino turon, fried banana dessert, fried plantain, saba banana, turon",Turon,turon,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/26f3705fd54a4f9da2aef5ad0f053079.jpeg,12,10,22,0,2,100,1,9,539,58,120,3,mymealuser,1,6,dessert
"Polvoron are Filipino-style shortbread cookies that are soft and crumbly. Individually wrapped with colorful cellophane, they are perfect for party favors or sharing with friends. ",8243,,Polvoron (Crumbly Shortbread),polvoron-crumbly-shortbread,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/46b02e1a792d4d3084d68fee2982dbf9.jpeg,10,20,30,2,2,50,11,56,964,85,108,4,mymealuser,2,6,
"Biryani is a perfectly cooked rice dish, seasoned with whole spices, and layered between tender chunks of meat and streams of delicious gravy.  It’s a dish that will give you the perfect bite each time. This is Kanchan Koya’s favorite biryani recipe that is sure to keep everyone you know coming for more.",8246,,How To Make The Best Bombay Biryani,how-to-make-the-best-bombay-biryani,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/379626.jpg,70,20,180,1,11,92,37,20,689,17,92,47,mymealuser,1,2,
"Not only is this pasta dish super creamy and packed with rich, savory flavor, it comes together with only 5 ingredients! With almost no prep and very little clean up, it’s perfect for a weeknight dinner!",8247,,Creamy Miso Pasta,creamy-miso-pasta,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/73dfc7be40ea4aa89744a03f220e2770.jpeg,10,22,32,5,13,73,11,56,964,85,108,4,mymealuser,1,2,
"Everyone loves ice cream cakes, especially ones that bring the nostalgia. This cake is not only easy to make, it’s easy to swap in your favorite flavors–we went with strawberry shortcake for classic summer vibes.",8251,,Strawberry Shortcake Ice Cream Cake,strawberry-shortcake-ice-cream-cake,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/93870a2b57994ae5a8fde13e88042076.jpeg,3,20,1440,1,16,95,11,56,964,85,108,4,mymealuser,1,2,
"These crispy rice balls combine two amazing ingredients: kimchi and cheese! Not only are they easy to make, they also taste delicious and give you a satisfying crunch with a cheesy surprise inside.",8259,,Air Fryer Crispy Kimchi Fried Rice Balls,air-fryer-crispy-kimchi-fried-rice-balls,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/b7521e8141cf486f8002a738e84c9235.jpeg,10,15,25,2,15,89,11,56,964,85,108,4,mymealuser,3,6,
"This is the recipe for my dad’s clams linguine, or at least as close as memory allows. The canned clams, thanks to their affordability and convenience, make this dish an easy and inexpensive weeknight meal. It’s important not to skimp on the seasoning–this pasta should be bright, garlicky, and a little sweet from the clams. Serve with your favorite crusty bread for dipping!",8261,,Doug’s Clams Linguine,dougs-clams-linguine,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/b7df15dbc3214f328db7b8d0811b0c92.jpeg,15,15,30,1,12,93,11,56,964,85,108,4,mymealuser,2,2,
"Bring the memories of Olive Garden home with this copycat Chicken Gnocchi Soup recipe. It’s a cozy, comforting dish that the whole family will love.",8265,,Copycat Olive Garden Chicken Gnocchi Soup,copycat-olive-garden-chicken-gnocchi-soup,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/24bdac815b8f48f0971074388088ba54.jpeg,30,30,60,0,21,100,11,56,964,85,108,4,mymealuser,3,6,
There’s no need to drive over to McDonald’s for a late night snack–just make your favorite chicken nuggets at home with this copycat recipe.,8266,,Copycat Mcdonald's Chicken Nuggets,copycat-mcdonald-s-chicken-nuggets,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/838bfc7ea54c44ce8b7e868e4a750eb0.jpeg,6,50,56,10,23,70,11,56,964,85,108,4,mymealuser,2,3,
"These brownies are super fudgy and dense, and can be made with just 5 ingredients in under 4 minutes!",8273,,4-Minute Brownies,4-minute-brownies,https://img.buzzfeed.com/video-api-prod/assets/a3dc12823ebf422e9b50e1dace4fbc12/4minbrownies.jpg,3,2,4,5,42,90,6,23,300,13,19,2,mymealuser,3,3,
"These brownies have the perfect crispy edges, fudgy middles, and rich chocolate flavor. They will quickly become your go to recipe!",8274,,40-Minute Brownies,40-minute-brownies,https://img.buzzfeed.com/video-api-prod/assets/ab6c3dc2b0694b8c9f18e3c3f1f9996c/40minutebrownie.jpg,30,10,40,3,28,91,5,6,218,19,36,4,mymealuser,1,5,
The perfect chewy fudge squares of chocolate. This decadent brownie is worth every minute spent making and will impress anyone you bake it for.,8275,,4-Hour Brownies,4-hour-brownies,https://img.buzzfeed.com/video-api-prod/assets/1115d8fbc774438783629a2150b6bd19/Brownies4hour.jpg,40,30,240,1,8,89,11,56,964,85,108,4,mymealuser,2,4,
This Pride Party Feast is inspired by Zoya and Alix’s food experiences and backgrounds coming together to create a delicious party. These three colorful recipes are easy to whip up and serve to a crowd.  Make them all or just make one and add your own personal dishes that are an expression of you!,8279,,Alix And Zoya’s Pride Party,alix-and-zoyas-pride-party,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/bf7363257bfb4b0cbeec2a9fc6ee817b.jpeg,30,35,70,0,0,,11,56,964,85,108,4,mymealuser,2,5,
These treats are fun and easy to make! Add freeze-dried strawberry powder to the melty marshmallow mixture for a fruity and colorful spin on a classic treat!,8281,,Strawberry Rice Crispy Treats,strawberry-rice-crispy-treats,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/03c2a267ad654e6ca4487f25182949cb.jpeg,5,5,60,3,17,85,11,56,964,85,108,4,mymealuser,1,4,
"Every time my aunt and uncle hosted one of their famous summer BBQs, these grilled Snickers pizza bites were on the menu. They’re quick, easy, and a crowd favorite. The kids would assemble them while the adults grilled the main course. After dinner, they’d pop them on the grill until golden brown, then dust with powdered sugar. Perfection!",8282,,Grilled Snickers® Pizza Bites,grilled-snickers-r-pizza-bites,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/12d0a0ad35f845668386e6d488a09225.jpeg,10,10,20,4,11,74,4,10,243,20,33,1,mymealuser,3,3,
"Banana cue is a popular Filipino street snack made with saba bananas and brown sugar, deep fried until golden brown. With a crunchy caramelized exterior and soft interior, they’re served on skewers for the ultimate on-the-go treat..",8291,,Banana Cue,banana-cue,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/9e8f8595bb9149788fa68671c4fa1b92.jpeg,10,5,20,1,5,84,11,56,964,85,108,4,mymealuser,3,2,
"Ube halaya, also known as “purple yam jam,” is a classic Filipino dessert that can be eaten on its own or used as a topping or filling in many other desserts. It is made with mashed up purple yams, evaporated milk, and ube or regular condensed milk for a silky smooth, rich texture. This creamy and vibrant dessert will wow your guests!",8320,,Ube Halaya,ube-halaya,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/33b31a7e1c77404faf157c5dd848ad49.jpeg,35,10,45,0,0,,11,56,964,85,108,4,mymealuser,2,6,
A saucy tofu dish with citrus peels.,8338,citrus peel tofu,Citrus Peel Tofu,citrus-peel-tofu,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/f97c830f1f4741128e621a3e36254010.png,25,10,55,1,6,86,11,16,325,28,37,2,mymealuser,1,4,vegetarian
A delicious cake made from citrus peels.,8339,citrus peel cake,Citrus Peel Cake,citrus-peel-cake,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/0646c6d3b946428895b83207d4fa258a.png,55,30,180,0,2,100,11,56,964,85,108,4,mymealuser,2,3,
"In Canada, French’s® released ketchup ice pops. Uhm, what?! We had to give them a try!",8351,,Diy Ketchup Ice Pops,diy-ketchup-ice-pops,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/c08d435e9b0c47e78c0281f625b1c505.jpeg,240,5,245,126,30,20,11,56,964,85,108,4,mymealuser,1,5,
"Spicy candied orange slices make for a sweet treat with a kick! You can add them to your favorite beverage, top off your favorite sherbet, or enjoy them as a snack.",8352,,Spicy Candied Orange Slices,spicy-candied-orange-slices,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/7095e7644d5b491689b39fbb262eb855.jpeg,50,10,780,1,3,75,0,0,119,28,30,1,mymealuser,3,6,
"This class dessert, filled with creamy pistachio ice cream then deep fried to a golden brown crisp and finally doused in sweet rosewater syrup, is the treat of the summer. Everything about this dish is pure satisfaction in each bite.",8353,,Fried Baklava Ice Cream,fried-baklava-ice-cream,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/45043e3d57b54f69854b80ea02704857.jpeg,300,10,310,0,0,,11,56,964,85,108,4,mymealuser,3,4,
"These healthy-ish, plant-based mushroom nuggets will be the hype of your next get-together. This easy snack is crispy, crunchy, and savory and pairs well with almost any dipping sauce.",8354,,Mushroom “Chicken Nuggets”,mushroom-chicken-nuggets,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/49c3356ce3394ca9aec09bd7162a49b2.jpeg,10,20,30,3,2,40,11,56,964,85,108,4,mymealuser,2,3,
"You’re craving a sandwich but you ran out of bread–if you have pasta in your pantry, swap it in instead! This delicious and fresh pasta salad, filled with all of the best sandwich fixings, is sure to satisfy your craving.",8357,,Pasta Sandwich,pasta-sandwich,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/17c2b370317d4aa788fd536b9d145c9c.jpeg,15,10,30,2,1,34,1,15,150,0,1,0,mymealuser,2,3,
"Cook with Color and make this rainbow custard tart. This dish was inspired by Tasty’s colorful cookware sets and is easy to make, with a sweet marshmallow and cereal crust, balanced custard filling in rainbow colors, and lots of fresh fruit on top.",8361,,Inga’s Rainbow Custard Tart,ingas-rainbow-custard-tart,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/17081d5542694a5bb9267f6a61ed7fa6.jpeg,15,30,125,1,0,0,11,56,964,85,108,4,mymealuser,3,2,
